,RAMO_POLIZA_ENDOSO,ASEGURADO,FECHA EMISION,VIGENCIA DESDE,VIGENCIA HASTA,RENOVADA POR,RENUEVA A,CODIGO DE MONEDA,CODIGO DE FACTURACION,CODIGO DE EMISION (MONEDA),%  RECARGO FINANCIERO,%  I.V.A.,%  BONIFICACION TECNICA,CODIGO DE RAMO/SUBRAMOS,SUMA ASEGURADA,PRIMA NETA,DERECHO DE POLIZA/ENDOSO,RECARGO FINANCIERO,I.V.A.,BONIFICACION,BONIFICACION REC.FIN.,BONIFICACION TECNICA,PRIMA (SOLO P/ENDOSO DE REC.FIN),PRIMA TOTAL,CODIGO DE PLAN DE PAGO,COMISION NORMAL,ENDOSO QUE MODIFICA,ACREEDOR PRENDARIO,MARCA DE ANULACION AUTOMATICA,TIPO DE ENDOSOS ASOCIADOS,ENDOSOS ASOCIADOS,FECHA DE REHABILITACION,NUMERO DE SINIESTRO,CODIGO DE SUCURSAL,CODIGO DE OPERACION (COAS),POL/END EN COAS RECIBIDO U OTORGADO,COMPANIA PILOTO,TURISTAS,CAMBIO DE MONEDA,SUMA ASEGURADA         M.E.,DERECHO DE POLIZA/END  M.E.,RECARGO FINANCIERO     M.E.,I.V.A. M.E.,BONIFICACION REC.FIN.  M.E.,BONIFICACION TECNICA   M.E.,PRIMA TOTAL            M.E.,USUARIO QUE EMITE,RENOVACION AUTOMATICA,DIAS DE PERIODO DE GRACIA DEL AGENTE,AUT. EN DIAS DE PERIODO DE GRACIA,% DESC X PERIODO DE GRACIA,DESCTO. PERIODO DE GRACIA,POLITICAS DE BONO A PROMOTOR,MARCA DE DEDUCIBLE ADMINISTRATIVO,PLAN PISO,USUARIO DE QBC,C.P. ASEGURADO,COD. EDO Y GRUPO C.P.,"TIPO DE NEGOCIO (I,FL,C,NE,NF>"
0,040860611700000000,0024044347,20683,20727,21092,,0860561680,00,1,1,240,1600,4500,0401,965700000,779892,60000,18717,137377,0,0,584083,,995986,S,1000,,,,,,,,086,1,,,,,,,,,,,,WSDS11251ý21690ýPRINCIPAL,,14,,200,15598,,,,,82136,25ý01,
0,048650104600275164,0028649668,20408,20395,20761,,,00,2,1,200,1600,0,0406,-887400000,-512788,-55000,10256,-89205,,,0,,-646737,C,1000ý200,000000,,S,203,,,,865,1,,,,,,0,,,,,,GABRAMOS-AUT,,14,,200,10256,,,,,38090,11ý01,
0,040860611800000000,0030732512,20684,20679,21044,, ,00,1,1,-200,1600,5431,0401,666200001,814290,60000,-16286,137281,0,0,766114,,995285,A,1000,000000,,,203,210359,,,086,1,,009,,,,,,,,,,MEVELAZQUEZ,,14,,200,16286,,,,,82134,,
0,048860010800180198,0024172015,19933,19863,20228,,,00,1,1,540,1600,4651.7606,0402,1262700000,563840,52000,30447,103406,,,446785,,749693,M,0,273622,,,201,,,,886,1,,,,,,0,,,,,,MARMUNOZ-AUT,,03,,300,16915,,,,HEC_P-103155,99050,32ý01,
0,040190187300000000,0020139620,20262,20299,20665,0190203355,0190170312,00,1,1,-200,1600,2000,0402,857280001,12383750,55000,-247675,1950572,0,0,2931468,,14141647,C,880ý200,000000,,,,,,,019,1,,009,,,,,,,,,,CESPINO,,14,,200,247675,S,,,,09040,09ý07,
0,047160272000244231,0025932718,19942,19907,20272,,,00,2,1,200,1600,0,0401,-915900000,-1037174,-55000,20743,-171429,,,0,,-1242860,C,1100,000000,,S,203,,,,716,1,,,,,,0,,,,,,CANCELA-AUT,,14,,200,20743,,,,,03510,09ý05,
0,040860611900000000,0014323427,20686,20704,21069,,0860557622,00,1,1,-200,1600,5294,0402,778100000,1188896,60000,-23778,196019,0,0,1277822,,1421137,C,800ý200,,,,,,,,086,1,,,,,,,,,,,,WSDS11251ý21690ýPRINCIPAL,,14,,200,23778,,,,,82070,25ý01,
0,040190187400000000,0027898563,20263,20266,20632,,,00,1,1,-300,1600,3500,0401,881400000,398793,55000,-11964,70693,0,0,190978,,512522,C,1100,,,,101,372452,,240788790,019,1,,,,,,,,,,,,WSDS11251ý21690ýPRINCIPAL,,03,,300,11964,,,,,62028,17ý01,
0,040190187500000000,0008474337,20266,20266,20632,7080024458,,00,1,1,0,1600,5500,0401,652950001,683172,100000,0,125308,0,0,770278,,908480,C,0,000000,,,101,376727,,,019,1,,009,,,,,,,,,,CESPINO,,07,,0,0,,,,,10400,09ý08,
0,040860612000000000,0026430318,20686,20728,21093,, ,00,1,1,-200,1600,3500,0401,665200001,1174255,60000,-23485,193723,0,0,603753,,1404493,A,1100,000000,,,202,246027,,,086,1,,009,,,,,,,,,,OBARRON,,14,,200,23485,,,,,82128,,
0,040860612100000000,0016549994,20687,20728,21093,,0860564966,00,1,1,240,1600,4500,0401,906200000,800195,60000,19205,140704,0,0,611342,,1020104,S,1000,,,,,,,,086,1,,,,,,,,,,,,WSDS11251ý21690ýPRINCIPAL,,14,,200,16004,,,,,82180,25ý01,
0,040190187600000000,0027936517,20268,20268,20634,3190742383,,00,1,1,380,1600,0,0401,949100000,650555,55000,24721,116844,0,0,0,,847120,T,1100,,,,203ý201ý202ý201,282579ý157742ý262077ý148459,,,019,1,,,,,,,,,,,,WSDS11251ý21690ýPRINCIPAL,,03,,300,19517,,,,,72700,21ý21,
0,040190187700000000,0020102165,20270,20276,20642,,,00,1,1,-200,1600,5300,0401,636100001,497841,55000,-9957,86861,0,0,511642,,629745,C,1100,000000,,,,,,,019,1,,009,,,,,,,,,,JESANGELES,,14,,200,9957,,,,,52775,15ý02,
0,040860612200000000,0030765785,20688,20727,21092,,,00,1,1,480,1600,4500,0401,1308500000,2141088,60000,102772,368618,0,0,1708435,,2672478,T,1000ý200,,,,,,,,086,1,,,,,,,,,,,,WSDS11251ý21690ýPRINCIPAL,,14,,200,42822,,,,,82124,25ý01,
0,040190187800000000,0008474337,20270,20308,20674,7080025361,0190171115,00,1,1,0,1600,6500,0401,644000001,554552,100000,0,104728,0,0,931556,,759280,C,0,000000,,,101,376780,,,019,1,,009,,,,,,,,,,CESPINO,,07,,0,0,,,,,10400,09ý08,
0,040640553700187116,0008733636,19986,19982,20129,,,00,1,1,0,1600,5969,0402,1538098002,734722,80000,0,130356,0,0,1038100,,945078,ST,1300,000000,,,201,,,,064,1,,009,,,,,,,,,,EPUGA,,30,,0,0,,,,,64520,19ý01,
0,040190187900000000,0008474337,20270,20302,20668,7080025424,0190172235,00,1,1,0,1600,5500,0401,647400001,962626,100000,0,170020,0,0,1111833,,1232646,C,0,000000,,,101,376820,,240921545,019,1,,009,,,,,,,,,,CESPINO,,07,,0,0,,,,,10400,09ý08,
0,040860612400000000,0030779109,20689,20690,20780,,,01,1,2,0,0,0,0407,0,256712,27948,0,0,0,0,0,0,284660,C,2500,,,,,,,,086,1,,,,186320,,1500,0,0,0,0,15278,WSDS11251ý21690ýPRINCIPAL,,3,,,0,,,,,82110,,
0,040004144500112736,0019791149,20086,20045,20137,,,00,1,1,480,1600,4000,0402,722000000,295665,0,14192,49577,,,183510,,359434,T,880,234787,,,201,,,,008,1,,,,,,0,,,,,,FEMALDONADO-AUT,,0,,200,23653,,,,,54330,15ý22,
0,040004472500164741,0022043270,20296,20296,20607,,,00,1,1,0,1600,3961,0401,832702701,798401,52000,0,136064,0,0,494166,,986465,C,1500,000000,,,201,,,,007,1,,009,,,,,,,,,,DANISANCHEZ,,30,,0,0,,,,,01900,09ý03,
0,040190188000000000,0020010301,20273,20273,20639,0190203338,0190170898,00,1,1,0,1600,500,0401,1486050001,546549,55000,0,96248,0,0,28766,,697797,C,1000,000000,,,,,,231019198,019,1,,009,,,,,,,,,,EJERONIMO,,03,,0,0,,,,,05260,09ý09,
0,040860612500000000,0024732017,20689,20725,21090,,0860561452,00,1,1,640,1600,5570,0402,1196600000,1433658,60000,91754,253666,0,0,1735952,,1839078,M,880,,,,,,,,086,1,,,,,,,,,,,,WSDS11251ý21690ýPRINCIPAL,,14,,200,28673,,,,,82400,25ý01,
0,040940353400230975,0025683922,20196,20203,20569,,,00,2,1,200,1600,0,0401,-1198050000,-667194,-55000,13344,-113416,,,0,,-822266,C,1000,000000,,S,203,,,,094,1,,,,,,0,,,,,,DCOLUNGA-AUT,,14,,200,13344,,,,,72760,21ý01,
0,040190188100000000,0024841207,20275,20275,20641,0190203612,,00,1,1,840,1600,4200,0401,472000001,507370,55000,42619,96798,0,0,329066,,701787,M,1000,000000,,,,,,,019,1,,009,,,,,,,,,,ICANTOR,,30,,0,0,,,,,11000,09ý02,
0,040750372900235919,0011658827,20656,20636,21001,,,00,2,1,300,1600,0,0401,-788840400,-669451,-60000,20084,-113499,,,0,,-822866,C,0,000000,,S,203,,,,075,1,,,,,,0,,,,,,CANCELA-AUT,,03,,300,20084,,,,,25020,05ý03,
0,040860612600000000,0030786676,20690,20688,21053,,,00,1,1,-200,1600,4500,0402,793100001,3176703,60000,-63534,507707,0,0,2235439,,3680876,C,800,000000,,,,,,241324409,086,1,,009,,,,,,,,,,JENLIZARRAGA,,14,,200,63534,,,,,23410,03ý02,
0,043190434100215591,0025662399,20040,19994,20175,,,00,2,1,0,1600,6764,0401,-2489275000,-227676,0,0,-36426,,,-432216,,-264102,C,1500,000000,,S,203,,,,319,1,,,,,,0,,,,,,CANCELA-AUT,,30,,0,0,,,,,11650,09ý02,
0,040190188200000000,0027994700,20277,20277,20643,,,00,1,1,-200,1600,4500,0402,997600000,926281,55000,-18526,154041,0,0,721768,,1116796,C,880ý200,,,,203,259587,,,019,1,,,,,,,,,,,,WSDS11251ý21690ýPRINCIPAL,,14,,200,18526,,,,,33000,08ý04,
0,040860612700000000,0030042900,20690,20689,21054,,,00,1,1,-200,1600,2000,0402,202235001,10915614,60000,-218312,1721168,0,0,2728904,,12478470,C,880,000000,,,101,364177,,,086,1,,009,,,,,,,,,,OBARRON,,14,,200,218312,,,,,23060,,
0,048990188700155877,0019364981,19910,19990,20171,,,00,1,1,680,1600,4000,0402,962880001,5874728,0,399482,1003874,,,,,7278084,T,1080,215062,,,201,,,,899,1,,009,,,,0,,,,,,LUIGUADARRAMA-AUT,,0,,0,0,,,,,78430,24ý01,
0,040190188300000000,0026229147,20280,20312,20678,,0190172784,00,1,1,640,1600,3814,0401,1126800000,402742,55000,25775,77363,0,0,221109,,560880,MD,1100ý200,,,,203,217417,,,019,1,,,,,,,,,,,,WSDS11251ý21690ýPRINCIPAL,,14,,200,8055,,,,,62214,17ý01,
0,040860612800000000,0028369987,20693,20710,21075,,0860563107,00,1,1,-200,1600,4000,0401,637800001,983658,60000,-19673,163838,0,0,620438,,1187823,C,1000,000000,,,101,364176,,,086,1,,009,,,,,,,,,,OBARRON,,14,,200,19673,,,,,87360,28ý03,
0,044055555600251833,0029220420,20523,20485,20851,,,00,2,1,-480,1600,4000,0401,-854900000,-519121,-55000,-24918,-95846,,,-316667,,-694885,C,0,000000,,S,203,,,,102,1,,,,,,0,,,,,,CANCELA-AUT,,14,,200,10382,,,,,91096,30ý02,
0,040190188400000000,0022281906,20281,20283,20649,7080027232,0190171506,00,1,1,0,1600,5500,0401,772000000,264513,70000,0,53522,0,0,258584,,388035,C,0,,,,101,377906,,,019,1,,,,,,,,,,,,WSDS11251ý21690ýPRINCIPAL,,14,,0,0,,,,,09530,09ý07,
0,040860612900000000,0030821004,20694,20694,21059,,,00,1,1,0,1600,,0402,360856001,248477,12000,0,41676,0,0,0,,302153,C,800,000000,,,,,,,086,1,,009,,,,,,,,,,DMOBLEY,,14,,,0,,,,,82163,25ý01,
0,043190648100213700,0021162744,20459,20455,20821,,,00,2,1,0,1600,5750,0401,-1523800000,-683885,-42000,0,-116142,,,-865562,,-842027,C,1000,000000,,S,203,,,,319,1,,,,,,0,,,,,,HMONDRAGON-AUT,,30,,0,0,,,,FER_P-105546,03230,09ý05,
0,040190188500000000,0028029521,20283,20283,20649,0190202866,,00,1,1,-200,1600,4500,0401,1252900000,718417,55000,-14368,121448,0,0,551696,,880497,C,1100ý200,,,,,,,,019,1,,,,,,,,,,,,WSDSWEB,,14,,200,14368,,,,,91098,30ý02,
0,040190188600000000,0028041581,20285,20285,20651,,,00,1,1,-200,1600,4000,0401,1807500000,707256,55000,-14145,119698,0,0,442090,,867809,C,1100ý200,,,,203,272333,,,019,1,,,,,,,,,,,,WSDSWEB,,14,,200,14145,,,,,62768,17ý21,
0,044055185600247343,0027646766,20660,20596,20627,,,00,2,1,-420,1600,500,0405,-772606275,-44345,0,-1863,-7393,,,-2074,,-53601,C,,000000,,S,203,,,,320,1,,,,,,0,,,,,,JUROCHA-AUT,,30,,0,0,,,,,88690,28ý03,
0,040860613100000000,0018661499,20695,20759,21124,,0860559903,00,1,1,-300,1600,4235.4513,0402,985800000,895267,60000,-26858,148545,0,0,609288,,1076954,A,0,,,,,,,,086,1,,,,,,,,,,,,WSDSACHPEREZ,,03,,300,26858,,,,ALA_P-104220,82110,25ý01,
0,040860613200000000,0027749830,20695,20741,21106,,0860567146,00,1,1,-300,1600,0,0406,753900000,496133,60000,-14884,86600,0,0,0,,627849,C,,,,,,,,,086,1,,,,,,,,,,,,WSDSACHPEREZ,,03,,300,14884,,,,ALA_P-104220,82120,25ý01,
0,040190188700000000,0028048429,20288,20288,20654,3190742443,,00,1,1,-300,1600,2500,0401,868800000,867781,55000,-26033,143480,0,0,269540,,1040228,C,1100,,,,101,372580,,,019,1,,,,,,,,,,,,WSDS11251ý21690ýPRINCIPAL,,07,,300,26033,,,,,77717,23ý02,
0,040860613300000000,0028241893,20695,20702,21067,,0860562185,00,1,1,-200,1600,4914,0401,924300000,914423,60000,-18288,152982,0,0,819720,,1109117,A,1000,,,,,,,,086,1,,,,,,,,,,,,WSDS11251ý21690ýPRINCIPAL,,14,,200,18288,,,,,80050,25ý02,
0,045460060100242454,0026246111,20165,20136,20317,,,00,2,1,0,1600,2590,0401,-1510150000,-608322,0,0,-97332,,,-204936,,-705654,C,500,000000,,S,203,,,,546,1,,,,,,0,,,,,,MLNAVA-AUT,,30,,0,0,,,,,02400,09ý10,
0,040190188800000000,0028064308,20289,20289,20655,0190202454,,00,1,1,-200,1600,4500,0401,1209500000,542477,55000,-10850,93860,0,0,407745,,680487,C,1000ý200,,,,,,,240022523,019,1,,,,,,,,,,,,WSDSWEB,,14,,200,10850,,,,,62448,17ý01,
0,040004092900168664,0023086034,20308,20271,20455,,,00,1,1,0,1600,7400,0401,1623900000,351480,0,,56238,,,940800,,407718,MS,1500,267580,,,201,,,,007,1,,,,,,0,,,,,,ITCASTILLO-AUT,,0,,0,0,,,,JOR_P-103163,00000,09ý05,
0,042770284400287539,0023667499,20187,20125,20490,,,00,2,1,0,1600,4000,0401,-1249600000,-526263,-77000,0,-96522,,,-321509,,-699785,C,0,000000,,S,203,,,,277,1,,,,,,0,,,,,,CANCELA-AUT,,30,,0,0,,,,OMA_P-40761,62743,17ý02,
0,045460058500242457,0025969555,20165,20137,20257,,,00,2,1,0,1600,2400,0401,-1299402450,-157664,0,0,-25228,,,-45156,,-182892,C,500,000000,,S,203,,,,546,1,,,,,,0,,,,,,MLNAVA-AUT,,30,,0,0,,,,,55650,15ý21,
0,040190188900000000,0028072203,20291,20291,20657,3190742455,,00,1,1,140,1600,2500,0401,788550000,442006,55000,6188,80511,0,0,121599,,583705,S,1100,,,,203ý201,282062ý157578,,,019,1,,,,,,,,,,,,WSDS11251ý21690ýPRINCIPAL,,03,,300,13260,,,,,91770,30ý01,
0,040190189000000000,0028082734,20294,20294,20660,3190742463,,00,1,1,-200,1600,2500,0401,866400000,557260,55000,-11145,96178,0,0,171047,,697293,C,1100,,,,101,372609,,,019,1,,,,,,,,,,,,WSDS11251ý21690ýPRINCIPAL,,14,,200,11145,,,,,91230,30ý02,
0,040860613500000000,0026292604,20696,20696,21061,,0860558195,00,1,1,640,1600,3000,0401,652800001,764085,60000,48901,139678,0,0,297122,,1012664,M,1000ý200,000000,,,203,253086,,,086,1,,009,,,,,,,,,,OBARRON,,14,,200,15282,S,,,,82124,25ý01,
0,040860613600000000,0030850710,20696,20696,21061,,,00,1,1,240,1600,3500,0401,862425365,1144417,60000,27466,197101,0,0,587686,,1428984,S,1000,,,,,,,,086,1,,,,,,,,,,,,WSDS11251ý21690ýPRINCIPAL,,14,,200,22888,,,,,82112,25ý01,
0,040190189100000000,0027760570,20295,20295,20661,0190202132,,00,1,1,0,1600,3800,0401,650890001,918593,55000,0,155775,0,0,535967,,1129368,C,700,000000,,,101,371550,,,019,1,,009,,,,,,,,,,MBERNALS,,30,,0,0,,,,,72498,21ý01,
0,040640662800296788,0001044488,20411,20354,20720,,,00,2,1,200,1600,5795,0401,-668000001,-624065,-55000,12481,-99804,-43685,874,-799234,,-723577,C,300,000000,,S,203,,,,064,1,,009,,,,0,,,,,,CANCELA-AUT,,14,,200,12481,,,,,66023,19ý21,
0,040190189200000000,0028098392,20296,20296,20662,0190203655,,00,1,1,-200,1600,2000,0406,1040825000,1554988,55000,-31100,252622,0,0,381227,,1831510,C,1100ý200,,,,101,371580,,,019,1,,,,,,,,,,,,WSDS11251ý21690ýPRINCIPAL,,14,,200,31100,,,,,22476,02ý02,
0,044055205300247251,0027762253,20245,20241,20607,,,00,2,1,0,1600,3000,0401,-1060940000,-1254506,-75000,0,-212721,0,0,-518736,,-1542227,BC,600,000000,,,203,,,,312,1,,,,,,,,,,,,PRINCIPAL-OPL,,30,,0,0,,,,,13200,09ý13,
0,040190189300000000,0026563446,20298,20298,20664,,,00,1,1,-300,1600,0,0406,764250000,534450,55000,-16034,91747,0,0,0,,665163,C,1100,,,,101,372652,,240800670,019,1,,,,,,,,,,,,WSDS11251ý21690ýPRINCIPAL,,03,,300,16034,,,,,08900,09ý12,
0,040190189400000000,0020798386,20300,20309,20675,,,00,1,1,0,1600,5500,0401,1584300000,448377,100000,0,87740,0,0,483306,,636117,C,0,,001337,,203,226740,,,019,1,,,,,,,,,,,,WSDS11251ý21690ýPRINCIPAL,,07,,0,0,,,,,10400,09ý08,
0,040004433300259524,0020329816,20227,20170,20536,,,00,2,1,0,1600,3000,0401,-481000001,-1629485,-67000,0,-271438,0,0,-680732,,-1967923,C,500,000000,,,203,,,,008,1,,009,,,,0,0,0,,0,0,ERUBIO,,30,,0,0,,,,,52158,15ý01,
0,040750368600235594,0029428825,20575,20550,20884,,,00,2,1,-640,1600,4000,0401,-1368100000,-1483130,0,-94919,-252483,,,-961862,,-1830532,C,1000,000000,,S,203,,,,075,1,,,,,,0,,,,,,CANCELA-AUT,,14,,200,32359,,,,,25253,05ý03,
0,040004472500164746,0022043270,20296,20296,20607,,,00,1,1,0,1600,3961,0401,832702701,798401,52000,0,136064,0,0,494166,,986465,C,1500,000000,,,201,,,,007,1,,009,,,,,,,,,,DANISANCHEZ,,30,,0,0,,,,,01900,09ý03,
0,040190189500000000,0028125316,20302,20362,20728,,,00,1,1,-200,1600,3500,0401,840500000,464581,55000,-9292,81646,0,0,226402,,591935,C,1000,,,,203,267679,,,019,1,,,,,,,,,,,,WSDS11251ý21690ýPRINCIPAL,,14,,200,9292,,,,,62757,17ý02,
0,044055217600130062,0027836461,20273,20255,20454,,,00,1,1,0,1600,6072,0401,2165900000,364645,42000,,65063,,,526594,,471708,GS,0,259853,,,201,,,,008,1,,,,,,0,,,,,,AARCE2-AUT,,30,,0,0,,,,,65600,19ý21,
0,040190189600000000,0008474337,20304,20303,20669,7080025525,,00,1,1,0,1600,5000,0401,664000001,1400077,100000,0,240012,0,0,1347133,,1740089,C,0,000000,,,,,,240295660ý240941099,019,1,,009,,,,,,,,,,CESPINO,,07,,0,0,,,,,10400,09ý08,
0,046330052800201638,0018369259,20236,20219,20403,,,00,2,1,-380,1600,4700,0401,-627750001,-181118,0,-6882,-30080,,,0,,-218080,C,0,000000,,S,203,,,,633,1,,009,,,,0,,,,,,CANCELA-AUT,,3,,300,10867,,,,,62560,,
0,040190189700000000,0028154701,20305,20305,20671,,,00,1,1,-200,1600,0,0401,980600000,1319487,55000,-26390,215696,0,0,0,,1563793,C,1100,,,,101,372693,,231111481,019,1,,,,,,,,,,,,WSDS11251ý21690ýPRINCIPAL,,14,,200,26390,,,,,04440,09ý04,
0,040780580800274889,0023899496,20625,20963,21328,,,00,2,1,-2365,1600,4500,0401,-760799001,-1050368,0,-248412,-207805,,,0,,-1506585,C,400,141585,004152,S,202,,,,078,1,,009,,,,0,,,,,,PGONZALEZD-AUT,,0,,0,0,,,,,56203,15ý08,
0,042770303400287714,0024413043,20277,20278,20644,,,00,2,1,0,1600,1600,0401,-1305600000,-1296815,-97000,0,-223010,,,-238608,,-1616825,C,0,000000,,S,203,,,,277,1,,,,,,0,,,,,,VPADILLA2-AUT,,30,,0,0,,,,OMA_P-40761,22647,02ý02,
0,040190189800000000,0009306721,20309,20326,20692,0190203405,0190171658,00,1,1,0,1600,5500,0401,624310001,424181,55000,0,76669,0,0,453733,,555850,C,1000,000000,,,,,,,019,1,,009,,,,,,,,,,EJERONIMO,,30,,0,0,,,,,07740,09ý06,
0,040190189900000000,0024209964,20310,20310,20676,,,00,1,1,-200,1600,2500,0401,920875000,479026,55000,-9581,83911,0,0,144969,,608356,C,1100,,,,203ý201ý202,226922ý194885ý285368,,,019,1,,,,,,,,,,,,WSDS11251ý21690ýPRINCIPAL,,14,,200,9581,,,,,11000,09ý02,
0,040190190000000000,0026090858,20312,20312,20678,,,00,1,1,-300,1600,0,0401,836000000,372254,55000,-11168,66574,0,0,0,,482660,C,1100,,,,101,372733,,,019,1,,,,,,,,,,,,WSDS11251ý21690ýPRINCIPAL,,07,,300,11168,,,,,22785,02ý01,
0,041420180800202072,0016404217,20495,20466,20832,,,00,2,1,300,1600,1711.9406,0401,-942500000,-950514,-55000,28515,-156320,,,-185398,,-1133319,C,0,000000,,S,203,,,,142,1,,,,,,0,,,,,,CANCELA-AUT,,03,,300,28515,,,,ALA_P-104220,89430,28ý02,
0,040190190100000000,0023492710,20315,20368,20734,0190205983,0190174867,00,1,1,480,1600,,0402,632025001,1272226,55000,61067,222127,0,0,0,,1610420,T,800,000000,,,,,,,019,1,,009,,,,,,,,,,SHINOJOSA2,,14,,200,25445,,,,,52413,15ý22,
0,040190190200000000,0008474337,20316,20340,20706,,0190172524,00,1,1,0,1600,6400,0401,660500001,963347,100000,0,170136,0,0,1618493,,1233483,C,0,000000,,,203,216553,,,019,1,,009,,,,,,,,,,CESPINO,,07,,0,0,,,,,10400,09ý08,
0,040190190300000000,0008474337,20316,20354,20720,7080026609,0190174333,00,1,1,0,1600,6500,0401,714100001,1671410,100000,0,283426,0,0,3005722,,2054836,C,0,000000,,,101,376997,,,019,1,,009,,,,,,,,,,CESPINO,,07,,0,0,,,,,10400,09ý08,
0,040190190400000000,0026713384,20316,20316,20682,0190203237,,00,1,1,-200,1600,3000,0401,857000000,1013970,55000,-20279,167791,0,0,415649,,1216482,C,1000ý200,,,,,,,231816004,019,1,,,,,,,,,,,,WSDS11251ý21690ýPRINCIPAL,,14,,200,20279,,,,,01010,09ý03,
0,040971281300224729,0024164982,20690,20844,21025,,,00,2,1,-240,1600,4700,0401,-805000001,-1380166,0,-33124,-226126,,,0,,-1639416,C,1000ý200,000000,,S,203,,,,097,1,,009,,,,0,,,,,,GORIVERA-AUT,,14,,200,55207,S,,,,44650,14ý01,
0,041650058900229112,0020696830,20500,20486,20852,,,00,2,1,300,1600,5158.5869,0401,-885700000,-1101236,-55000,33037,-179712,,,-1116967,,-1302911,C,0,000000,,S,203,,,,165,1,,,,,,0,,,,,,LESIMON-AUT,,03,,300,33037,,,,ALA_P-104220,76803,22ý02,
0,040190190500000000,0020621962,20318,20318,20684,,,00,1,1,240,1600,3000,0401,1338000000,1280653,55000,30736,218622,0,0,529943,,1585011,S,1000ý200,,,,203,268973,,,019,1,,,,,,,,,,,,WSDSWEB,,14,,200,25613,,,,,42086,13ý01,
