,RAMO_POLIZA_ENDOSO,ASEGURADO,FECHA EMISION,VIGENCIA DESDE,VIGENCIA HASTA,RENOVADA POR,RENUEVA A,CODIGO DE MONEDA,CODIGO DE FACTURACION,CODIGO DE EMISION (MONEDA),%  RECARGO FINANCIERO,%  I.V.A.,%  BONIFICACION TECNICA,CODIGO DE RAMO/SUBRAMOS,SUMA ASEGURADA,PRIMA NETA,DERECHO DE POLIZA/ENDOSO,RECARGO FINANCIERO,I.V.A.,BONIFICACION,BONIFICACION REC.FIN.,BONIFICACION TECNICA,PRIMA (SOLO P/ENDOSO DE REC.FIN),PRIMA TOTAL,CODIGO DE PLAN DE PAGO,COMISION NORMAL,ENDOSO QUE MODIFICA,ACREEDOR PRENDARIO,MARCA DE ANULACION AUTOMATICA,TIPO DE ENDOSOS ASOCIADOS,ENDOSOS ASOCIADOS,FECHA DE REHABILITACION,NUMERO DE SINIESTRO,CODIGO DE SUCURSAL,CODIGO DE OPERACION (COAS),POL/END EN COAS RECIBIDO U OTORGADO,COMPANIA PILOTO,TURISTAS,CAMBIO DE MONEDA,SUMA ASEGURADA         M.E.,DERECHO DE POLIZA/END  M.E.,RECARGO FINANCIERO     M.E.,I.V.A. M.E.,BONIFICACION REC.FIN.  M.E.,BONIFICACION TECNICA   M.E.,PRIMA TOTAL            M.E.,USUARIO QUE EMITE,RENOVACION AUTOMATICA,DIAS DE PERIODO DE GRACIA DEL AGENTE,AUT. EN DIAS DE PERIODO DE GRACIA,% DESC X PERIODO DE GRACIA,DESCTO. PERIODO DE GRACIA,POLITICAS DE BONO A PROMOTOR,MARCA DE DEDUCIBLE ADMINISTRATIVO,PLAN PISO,USUARIO DE QBC,C.P. ASEGURADO,COD. EDO Y GRUPO C.P.,"TIPO DE NEGOCIO (I,FL,C,NE,NF>"
0,043270060400273364,0021123609,20080,20097,20462,,,00,2,1,300,1600,3561.2365,0401,-1226600000,-2011424,-55000,60343,-320973,,,-1083302,,-2327054,C,0,000000,,S,203,,,,327,1,,,,,,0,,,,,,RSORTIZ-AUT,,03,,300,60343,,,,ALA_P-104220,45133,14ý01,
0,040190195200000000,0026411968,20431,20431,20797,,,00,1,1,640,1600,5300,0401,783800000,445862,55000,28535,84704,0,0,415713,,614101,M,1100,,,,203,232453,,,019,1,,,,,,,,,,,,WSDS11251ý21690ýPRINCIPAL,,14,,200,8917,,,,,07790,09ý06,
0,040190195300000000,0021250551,20435,20465,20831,,0190176919,00,1,1,-200,1600,,0406,598710001,506749,55000,-10135,88258,0,0,0,,639872,C,1000,000000,,,,,,,019,1,,009,,,,,,,,,,SHINOJOSA2,,14,,200,10135,,,,,08210,09ý12,
0,040190195400000000,0023354443,20437,20444,20810,,0190177875,00,1,1,-300,1600,5300,0401,654400001,900684,55000,-27021,148586,0,0,955960,,1077249,C,1100,000000,,,,,,,019,1,,009,,,,,,,,,,JMALINALI,,07,,300,27021,,,,,64110,19ý01,
0,040190195500000000,0025278522,20440,20477,20843,,0190177761,00,1,1,-200,1600,4500,0402,636070001,1231978,55000,-24640,201974,0,0,961053,,1464312,C,800,000000,,,,,,,019,1,,009,,,,,,,,,,SHINOJOSA2,,14,,200,24640,,,,,02480,09ý10,
0,040550107700000000,0024148948,19492,19492,19857,0550116520,,00,1,1,380,1600,4000,0402,640100001,565664,52000,21495,102265,0,0,349243,,741424,T,0,000000,,,203ý201ý101ý202ý201,246808ý191796ý317507ý253678ý108174,,210607703,055,1,,009,,,,,,,,,,MDFERNANDEZ,,3,,300,16970,,,,,36643,11ý03,
0,040190195600000000,0028946455,20442,20442,20808,,,00,1,1,-200,1600,4000,0401,871850000,721528,55000,-14431,121936,0,0,451604,,884033,C,1000ý200,,,,,,,,019,1,,,,,,,,,,,,WSDS11251ý21690ýPRINCIPAL,,14,,200,14431,,,,,07300,09ý06,
0,040190195700000000,0026829478,20443,20475,20841,,0190178593,00,1,1,-200,1600,4500,0401,706685001,1871256,55000,-37425,302213,0,0,1303371,,2191044,C,1000,000000,,,,,,,019,1,,009,,,,,,,,,,SHINOJOSA2,,14,,200,37425,,,,,62250,17ý01,
0,041210141600246602,0023994855,20222,20188,20554,,,00,2,1,-240,1600,3000,0401,-1076000000,-767056,-55000,-18409,-134474,,,-309829,,-974939,C,1000,000000,,S,203,,,,121,1,,,,,,0,,,,,,CANCELA-AUT,,14,,200,15341,,,,,26749,05ý05,
0,040190195800000000,0028984995,20447,20447,20813,,,00,1,1,240,1600,4500,0401,964150000,623464,55000,-12469,106559,0,0,474008,,772554,S,1000,,,,301ý302,117834ý233213,,240976587,019,1,,,,,,,,,,,,WSDS11251ý21690ýPRINCIPAL,,14,,200,12469,,,,,03660,09ý05,
0,040190195900000000,0019188938,20450,20482,20848,,0190178658,00,1,1,480,1600,4000,0401,838300000,461069,55000,22131,86112,0,0,277966,,624312,T,1000,,,,,,,,019,1,,,,,,,,,,,,WSDS11251ý21690ýPRINCIPAL,,14,,200,9221,,,,,32540,08ý02,
0,042060073100205485,0010855182,20094,20167,20351,,,00,2,1,-480,1600,3654,0402,-1098650000,-184492,0,-8856,-30936,,,-89244,,-224284,T,800,000000,,S,203,,,,206,1,,,,,,,,,,,,MARTIHERNANDEZ,,14,,200,7380,,,,,67300,19ý04,
0,040190196000000000,0026411968,20452,20452,20818,,,00,1,1,640,1600,5300,0401,620100001,445862,55000,28535,84704,0,0,415713,,614101,M,1100,000000,,,,,,,019,1,,009,,,,,,,,,,ICANTOR,,14,,200,8917,,,,,07790,09ý06,
0,040190196100000000,0029045064,20457,20469,20835,,0190179257,00,1,1,-200,1600,4500,0401,824370000,540089,55000,-10802,93486,0,0,393485,,677773,C,1000,,,,,,,,019,1,,,,,,,,,,,,WSDS11251ý21690ýPRINCIPAL,,14,,200,10802,,,,,11370,09ý02,
0,041260314400277358,0019464454,20298,20270,20453,,,00,2,1,-240,1600,3500,0401,-844800001,-525789,0,-12619,-86145,,,0,,-624553,C,1100ý200,154162,,S,202,,,,126,1,,009,,,,0,,,,,,QUALICAJA-AUT,,0,,200,21032,S,,,,66260,19ý01,
0,040190196200000000,0008353927,20458,20478,20844,,0190178188,00,1,1,0,1600,6146.9539,0401,1571400000,470228,100000,0,91236,0,0,665712,,661464,C,0,,,,203,200611,,,019,1,,,,,,,,,,,,WSDSHMONDRAGON,,07,,0,0,,,,HEC_P-101635,10400,09ý08,
0,043290702200259196,0029755411,20642,20593,20958,,3290569018,00,2,1,-515,1600,4407.4,0401,-1188700000,-770705,-75000,-39692,-141663,0,0,-572625,,-1027060,M,0,000000,,,203,,,,329,1,,,,,,0,0,0,,0,0,CANCELA-AUT,,30,,,0,,,,,45643,14ý01,
0,040190196300000000,0008353927,20458,20470,20836,,0190179970,00,1,1,0,1600,6822.0461,0401,2062075000,1399146,100000,0,239863,0,0,2889861,,1739009,C,0,,,,101,377685,,,019,1,,,,,,,,,,,,WSDSHMONDRAGON,,07,,0,0,,,,HEC_P-101635,10400,09ý08,
0,040190196400000000,0021194608,20460,20460,20826,,,00,1,1,840,1600,6500,0401,324650001,457634,100000,38441,95372,0,0,751566,,691447,M,0,000000,,,203ý201ý202,204089ý154994ý214840,,,019,1,,009,,,,,,,,,,CESPINO,,14,,0,0,,,,,14240,09ý08,
0,040190196500000000,0020942179,20463,20463,20829,,,00,1,1,640,1600,,0402,834100001,6267330,55000,401109,1075750,0,0,0,,7799189,M,800,000000,,,203,235476,,,019,1,,009,,,,,,,,,,SHINOJOSA2,,14,,200,125347,,,,,10010,09ý08,
0,045690074500102325,0018921894,20519,20361,21262,,,00,1,1,1544,1600,0,0401,427800001,1069529,,165135,197546,0,0,0,,1432210,AM,500,000000,000784,,201,,,,569,1,,009,,,,,,,,,,ARODRIGUEZR,,14,,,0,,,,,31184,08ý01,
0,040190196600000000,0029086498,20464,20464,20830,,,00,1,1,-200,1600,4000,0401,925400000,816904,55000,-16338,136891,0,0,515188,,992457,C,1000ý200,,,,,,,,019,1,,,,,,,,,,,,WSDS11251ý21690ýPRINCIPAL,,14,,200,16338,,,,,62170,17ý01,
0,040190196700000000,0027238361,20465,20513,20879,,0190182125,00,1,1,480,1600,4550,0401,1006400000,1014762,55000,48709,178955,0,0,810352,,1297426,T,1000,,,,203,281070,,,019,1,,,,,,,,,,,,WSDS11251ý21690ýPRINCIPAL,,14,,200,20295,,,,,01730,09ý03,
0,040190196800000000,0029103102,20466,20466,20832,,,00,1,1,0,1600,4000,0401ý0402,9993447211,1330384ý7835275,462000,0,1540425,0ý0,0ý0,5722178,,11168084,C,1000ü800,000000,,,203,242909,,,019,1,,009,,,,,,,,,,EJERONIMO,,03,,200,,,,,,93575,30ý21,
0,040190196900000000,0025077915,20470,20470,20836,,,00,1,1,-200,1600,,0406,615240001,858276,55000,-17166,143378,0,0,0,,1039488,C,1000,000000,,,203,271399,,,019,1,,009,,,,,,,,,,JOCAMPOS,,14,,200,17166,,,,,11360,09ý02,
0,040190197000000000,0008474337,20472,20503,20869,,0190179359,00,1,1,0,1600,6500,0401,636200001,647626,100000,0,119620,0,0,1104407,,867246,C,0,000000,,,,,,,019,1,,009,,,,,,,,,,AORDAZ,,07,,0,0,,,,,10400,09ý08,
0,040190197100000000,0008474337,20472,20487,20853,,0190179390,00,1,1,0,1600,4910,0401,657700001,1155059,100000,0,200809,0,0,1063140,,1455868,C,0,000000,,,,,,,019,1,,009,,,,,,,,,,CESPINO,,07,,0,0,,,,,10400,09ý08,
0,048430018300270991,0021155845,20471,20464,20830,,,00,2,1,-240,1600,3712,0402,-640230001,-602767,-55000,-14466,-107557,,,-301136,,-779790,C,800,000000,,S,203,,,,843,1,,009,,,,0,,,,,,KAGUZMAN-AUT,,14,,200,12055,,,,,66059,19ý02,
0,040190197200000000,0029102876,20473,20473,20839,,,00,1,1,-200,1600,2000,0406,763500000,429069,55000,-8581,76078,0,0,99747,,551566,C,1100ý200,,,,,,,240217955ý241266588ý241267617,019,1,,,,,,,,,,,,WSDS11251ý21690ýPRINCIPAL,,14,,200,8581,,,,,53250,15ý04,
0,041950211100248353,0027961042,20640,20639,21004,,,00,2,1,200,1600,4000,0401,-983500000,-735387,-60000,14708,-124909,,,-454924,,-905588,C,1000,000000,,S,203,,,,195,1,,,,,,0,,,,,,LJNUNEZ-AUT,,14,,200,14708,,,,,31060,08ý01,
0,040190197300000000,0008715280,20477,20483,20849,,0190178522,00,1,1,0,1600,5500,0401,628910001,290803,55000,0,55328,0,0,268655,,401131,MV,1000,000000,,,,,,,019,1,,009,,,,,,,,,,EJERONIMO,,30,,0,0,,,,,52170,15ý01,
0,040190197400000000,0023868152,20479,20530,20895,,0190179858,00,1,1,0,1600,6800,0401,744185001,533393,30000,0,90143,0,0,1021260,,653536,C,0,000000,,,,,,,019,1,,009,,,,,,,,,,SHINOJOSA2,,30,,0,0,,,,,01030,09ý03,
0,040190197500000000,0022345566,20480,20480,20846,,,00,1,1,240,1600,5300,0401,676900001,1120842,55000,26900,192439,0,0,1204224,,1395181,S,1100,000000,,,203,268784,,,019,1,,009,,,,,,,,,,ICANTOR,,14,,200,22417,,,,,76190,22ý01,
0,040190197600000000,0027101092,20484,20489,20855,,0190180740,00,1,1,-300,1600,5300,0401,551110001,481201,55000,-14436,83482,0,0,482928,,605247,C,1100,000000,,,,,,240429450,019,1,,009,,,,,,,,,,CBMENDOZA,,07,,300,14436,,,,,62460,17ý01,
0,041390035900245857,0020761739,20047,20025,20207,,,00,2,1,-240,1600,3500,0401,-896400000,-338438,0,-8123,-55450,,,-170390,,-402011,C,1000,000000,,S,203,,,,139,1,,,,,,0,,,,,,CANCELA-AUT,,14,,200,13538,,,,,51355,15ý22,
0,040190197700000000,0020407828,20485,20497,20863,,0190181179,00,1,1,-200,1600,5300,0401,760400001,1021463,55000,-20429,168965,0,0,1102109,,1224999,C,1100,000000,,,,,,,019,1,,009,,,,,,,,,,DEROLDAN,,14,,200,20429,,,,,42400,13ý21,
0,040190197800000000,0027249019,20487,20513,20879,,0190182183,00,1,1,-200,1600,3701,0402,1173300000,1226386,60000,-24528,201897,0,0,681682,,1463755,C,880ý200,,,,101ý203,374994ý289381,,,019,1,,,,,,,,,,,,WSDS11251ý21690ýPRINCIPAL,,14,,200,24528,,,,,08300,09ý12,
0,040550110000000000,0022699018,19577,19623,19988,0550120692,0550101429,00,1,1,-200,1600,4000,0402,459400001,773162,52000,-15463,129552,0,0,487575,,939251,MD,800,000000,,,203ý201ý202ý201,292820ý166388ý283326ý119695,,,055,1,,009,,,,,,,,,,CMENDES,,14,,200,15463,,,,,37450,11ý04,
0,043300084900265491,0028546432,20545,20495,20769,,,00,2,1,-425,1600,2114,0401,-1116701776,-487725,0,-20729,-81352,,,-162498,,-589806,C,0,142939,,S,202,,,,330,1,,,,,,0,0,0,,0,0,CANCELA-AUT,,30,,0,0,,,,,33210,08ý21,
0,040190197900000000,0018120284,20492,20522,20887,,0190180757,00,1,1,0,1600,3800,0401,632640001,641180,60000,0,112189,0,0,366013,,813369,C,700,000000,,,203,235420,,,019,1,,009,,,,,,,,,,MEDUFLORES,,30,,0,0,,,,,50070,15ý01,
0,042120033900219762,0028519306,20373,20335,20609,,,00,2,1,-380,1600,2000,0406,-398060001,-173058,0,-6576,-28740,,,0,,-208374,C,,142178,,S,202,,,,212,1,,009,,,,0,,,,,,QUALICAJA-AUT,,0,,300,6922,,,,,97700,31ý02,
0,040190198000000000,0024631336,20494,20499,20865,,0190179477,00,1,1,-200,1600,4500,0401,850100000,684517,60000,-13690,116932,0,0,523961,,847759,C,1000,,,,,,,,019,1,,,,,,,,,,,,WSDS11251ý21690ýPRINCIPAL,,14,,200,13690,,,,,11000,09ý02,
0,040190198200000000,0023282080,20498,20543,20908,,0190180807,00,1,1,0,1600,3800,0401,664900001,1276997,60000,0,213920,0,0,755708,,1550917,C,700,000000,000339,,203,249766,,,019,1,,009,,,,,,,,,,MEDUFLORES,,30,,0,0,,,,,52213,15ý22,
0,040190198300000000,0008474337,20498,20529,20894,,0190182776,00,1,1,0,1600,5770,0401,636500001,719012,100000,0,131042,0,0,908758,,950054,C,0,000000,,,,,,240517458,019,1,,009,,,,,,,,,,AORDAZ,,07,,0,0,,,,,10400,09ý08,
0,045690064100102255,0022565200,20339,20332,20879,,,00,1,1,0,1600,0,0401,1050680001,8413,,0,1346,0,0,0,,9759,AH,350,000000,000784,,201,,,,569,1,,009,,,,,,,,,,MARIVERO,,03,,0,0,,,,,54100,15ý06,
0,040190198400000000,0025525620,20499,20519,20884,,7620031434,00,1,1,-200,1600,3184,0401,1658400000,3004021,60000,-60080,480631,0,0,1382733,,3484572,C,1100ý200,,,,,,,,019,1,,,,,,,,,,,,WSDS11251ý21690ýPRINCIPAL,,14,,200,60080,,,,,55900,15ý21,
0,040190198500000000,0018747298,20500,20545,20910,,0190180476,00,1,1,-200,1600,3261,0402,652072501,1524902,60000,-30498,248705,0,0,716608,,1803109,C,800,000000,,,,,,,019,1,,009,,,,,,,,,,MFVILLEGAS,,14,,200,30498,,,,,71600,20ý21,
0,048200007100000000,0021533016,19343,19408,19773,8200008458,8200006023,00,1,1,-300,1600,2000,0401,1005700000,533030,52000,-15991,91046,0,0,123007,,660085,C,0,,,,,,,210963763,820,1,,,,,,,,,,,,WSDSHMONDRAGON,,03,,300,15991,,,,HEC_P-101635,95360,30ý21,
0,040190198600000000,0023778605,20504,20557,20922,,0190183987,00,1,1,-200,1600,,0406,686420001,4411336,60000,-88227,701297,0,0,0,,5084406,C,1000,000000,,,203,263866,,,019,1,,009,,,,,,,,,,MFVILLEGAS,,14,,200,88227,,,,,14090,09ý08,
0,040550110800000000,0020494998,19608,19608,19973,,,00,1,1,480,1600,2500,0401,802200000,426669,52000,20480,79864,0,0,128290,,579013,T,1000,,,,,,,,055,1,,,,,,,,,,,,WSDS11251ý21690ýPRINCIPAL,,14,,200,8533,,,,,71290,20ý21,
0,040004039800168021,0022629507,19827,19792,19976,,,00,1,1,480,1600,3500,0402,801232001,1225588,0,58828,205506,,,,,1489922,T,880,235404,,,201,,,,008,1,,009,,,,0,,,,,,MICARREON-AUT,,0,,200,49024,,,,,54430,15ý03,
0,040190198700000000,0019366930,20505,20560,20925,,0190181563,00,1,1,-200,1600,2000,0402,651325001,1613672,60000,-32273,262624,0,0,392418,,1904023,C,800,000000,,,201ý203,118372ý228363,,,019,1,,009,,,,,,,,,,SHINOJOSA2,,14,,200,32273,,,,,42803,13ý02,
0,045690066400102250,0022842267,20315,20315,20323,,,00,1,1,1013,1600,0,0401,1108680001,1849,,187,326,0,0,0,,2362,AL,350,000000,000784,,201,,,,569,1,,009,,,,,,,,,,ARODRIGUEZR,,03,,0,0,,,,,01530,09ý03,
0,040190198800000000,0029307781,20507,20501,20867,,,00,1,1,640,1600,2300,0402,3213300012,77675335,504000,4971221,13304089,0,0,23036748,,96454645,M,800,000000,,,201ý201ý201,118143ý118214ý119578,,240317520ý240321515ý240333080ý240399180ý240399489ý240442797ý241314603,019,1,,009,,,,,,,,,,MFVILLEGAS,,14,,200,1553507,,,,,42970,13ý03,
0,043120151000115913,0024238155,20088,20076,21142,,,00,1,1,2878,1600,0,0401,1767371484,6055560,0,1742790,1247750,,,,,9046100,MY,1000,204004,003488,,201,,,,312,1,,,,,,0,,,,,,VSHERNANDEZ-AUT,,0,,0,0,,,,AG77786@27024,11000,09ý02,
0,043120233500129072,0017958245,20198,20178,20544,,,00,1,1,0,1600,0,0401,1827030000,723715,55000,,124594,,,,,903309,C,1000,234239,003488,,201,,,,312,1,,,,,,0,,,,,,YAIMORALES-AUT,,30,,0,0,,,,AG74932@37560,11000,09ý02,
0,040190198900000000,0023618649,20511,20511,20877,,,00,1,1,0,1600,1000,0401,952282501,441383,60000,0,80221,0,0,49043,,581604,C,1000,000000,,,,,,,019,1,,009,,,,,,,,,,EJERONIMO,,03,,0,0,,,,,05310,09ý09,
0,043290683700182637,0029330344,20581,20531,20868,,,00,1,1,515,1600,3620.4,0401,1251800000,1173970,0,60460,197509,,,701824,,1431939,M,0,253716,,,201,,,,329,1,,,,,,0,,,,,,CLUCIANO-AUT,,0,,,0,,,,,45643,14ý01,
0,040190199000000000,0022812011,20514,20573,20938,,0190184744,00,1,1,640,1600,4000,0401,697000001,456659,60000,29226,87342,0,0,242839,,633227,M,1000,000000,,,203ý201ý202,238476ý169903ý213213,,,019,1,,009,,,,,,,,,,JOCAMPOS,,14,,200,9133,,,,,31110,08ý01,
0,040190199100000000,0017759454,20518,20572,20937,,0190184617,00,1,1,-200,1600,5500,0401,622865001,475814,60000,-9516,84208,0,0,495018,,610506,MV,1000,000000,,,,,,,019,1,,009,,,,,,,,,,EJERONIMO,,14,,200,9516,,,,,07300,09ý06,
0,040550111300000000,0022888015,19617,19655,20020,0550121539,0550102303,00,1,1,-200,1600,3000,0401,635400001,532792,52000,-10656,91862,0,0,189247,,665998,SD,1000,000000,,,,,,220765902,055,1,,009,,,,,,,,,,CMENDES,,14,,200,10656,,,,,36570,11ý03,
0,040190199200000000,0029440309,20520,20522,20887,,,00,1,1,240,1600,3000,0401,930900000,917525,60000,22021,159927,0,0,374368,,1159473,S,1000,,,,,,,,019,1,,,,,,,,,,,,WSDS11251ý21690ýPRINCIPAL,,14,,200,18351,,,,,22504,02ý02,
0,040004569400258869,0028563634,20558,20497,20740,,,00,2,1,-340,1600,6000,0401,-2865766004,-1268328,0,-43120,-209832,,,0,,-1521280,C,1100,000000,,S,203,,,,008,1,,009,,,,0,,,,,,CANCELA-AUT,,30,000051989,0,0,,DED ADM REP RC,,,20290,01ý01,
0,040190199300000000,0008474337,20522,20553,20918,,0190182784,00,1,1,0,1600,6410,0401,741900001,1829471,105000,0,309515,0,0,2745401,,2243986,C,0,000000,,,203,259421,,,019,1,,009,,,,,,,,,,AORDAZ,,07,,0,0,,,,,10400,09ý08,
0,040640562200248291,0017809310,20136,20136,20180,,,00,2,1,0,1600,7731,0401,-614815999,-23632,-1808,0,-4070,0,0,-66761,,-29510,M,0,000000,,,202,,,,064,1,,009,,,,,,,,,,EDDLOZANO,,30,,0,0,,,,,64640,19ý01,
0,040190199400000000,0029458464,20522,20522,20887,,,00,1,1,-200,1600,4500,0401,1193300000,516647,60000,-10333,90610,0,0,386712,,656924,C,1100ý200,,,,,,,,019,1,,,,,,,,,,,,WSDSWEB,,14,,200,10333,,,,,42400,13ý21,
0,043300073700152265,0027866163,20474,20264,20622,,,00,1,1,0,1600,3000,0401,606999999,95101,0,0,15216,,,23187,,110317,C,0,205878,,S,201,,,,330,1,,009,,,,0,,,,,,CANCELA-AUT,,30,,0,0,,,,,88735,28ý03,
0,040190199500000000,0029468546,20525,20525,20890,,,00,1,1,-200,1600,0,0406,765794000,505232,60000,-10105,88820,0,0,0,,643947,C,1000ý200,,,,203,257722,,,019,1,,,,,,,,,,,,WSDS11251ý21690ýPRINCIPAL,,14,,200,10105,,,,,04918,09ý04,
0,040190199600000000,0025792745,20527,20581,20946,,0190183426,00,1,1,-200,1600,3000,0401,628815001,594777,60000,-11896,102861,0,0,236048,,745742,C,1000,000000,,,101,378278,,,019,1,,009,,,,,,,,,,JOCAMPOS,,14,,200,11896,,,,,62470,17ý01,
0,040190199700000000,0024120036,20528,20586,20951,,0190183056,00,1,1,240,1600,4500,0401,627285001,533534,60000,12805,97014,0,0,393328,,703353,S,1000,000000,,,,,,,019,1,,009,,,,,,,,,,SHINOJOSA2,,14,,200,10671,,,,,77560,23ý01,
0,048200008300000000,0014490816,19672,19672,20037,8200009494,,00,1,1,-300,1600,3500,0402,652100001,527043,52000,-15811,90117,0,0,256783,,653349,TC,0,000000,,,,,,,820,1,,009,,,,,,,,,,AVILLALOBOS,,3,,300,15811,,,,,95100,30ý21,
0,045930320200218012,0026066431,20138,20076,20107,,,00,2,1,0,1600,0,0401,-1027056000,-52760,-15000,0,-10842,,,0,,-78602,C,700,000000,001278,S,203,,,,266,1,,,,,,0,,,,,,CANCELA-AUT,,30,,,0,,,,JOS_P-102961,64320,19ý01,
0,040190199800000000,0027275261,20533,20519,20884,,,00,1,1,-200,1600,4500,0401,517400001,833412,60000,-16668,140279,0,0,645883,,1017023,C,1100ý200,000000,,,,,,,019,1,,009,,,,,,,,,,EJERONIMO,,14,,200,16668,S,,,,11700,09ý02,
0,040550112000000000,0020684642,19646,19648,20013,0550120492,0550100501,00,1,1,380,1600,4000,0401,661800001,545852,52000,20742,98975,0,0,330462,,717569,T,0,000000,,,,,,,055,1,,009,,,,,,,,,,MDFERNANDEZ,,3,,300,16376,,,,,36595,11ý03,
0,040190199900000000,0026511923,20535,20535,20900,,,00,1,1,-200,1600,3000,0401,624900001,594510,60000,-11890,102819,0,0,232162,,745439,C,1000,000000,,,203,217972,,,019,1,,009,,,,,,,,,,JOCAMPOS,,14,,200,11890,,,,,81430,25ý03,
0,040190200000000000,0002066722,20539,20551,20916,,0190182739,00,1,1,-200,1600,4500,0401,650500001,384664,60000,-7693,69915,0,0,271526,,506886,C,1000,000000,,,101,376118,,,019,1,,009,,,,,,,,,,SHINOJOSA2,,14,,200,7693,,,,,69005,20ý21,
0,048200008600000000,0019086772,19740,19798,20163,,8200008082,00,1,1,-300,1600,98.1825,0402,822000000,1342112,52000,-40263,216616,0,0,12256,,1570465,C,0,,,,203,276707,,,820,1,,,,,,,,,,,,WSDSHMONDRAGON,,03,,300,40263,,,,HEC_P-101702,95180,30ý21,
0,044055287600253374,0028194822,20523,20499,20681,,,00,2,1,-440,1600,3000,0401,-910900000,-462134,0,-20334,-77195,,,-188603,,-559663,C,0,000000,,S,203,,,,119,1,,,,,,0,,,,,,CANCELA-AUT,,14,,0,0,,,,,28510,06ý21,
