,RAMO_POLIZA_ENDOSO,ASEGURADO,FECHA EMISION,VIGENCIA DESDE,VIGENCIA HASTA,RENOVADA POR,RENUEVA A,CODIGO DE MONEDA,CODIGO DE FACTURACION,CODIGO DE EMISION (MONEDA),%  RECARGO FINANCIERO,%  I.V.A.,%  BONIFICACION TECNICA,CODIGO DE RAMO/SUBRAMOS,SUMA ASEGURADA,PRIMA NETA,DERECHO DE POLIZA/ENDOSO,RECARGO FINANCIERO,I.V.A.,BONIFICACION,BONIFICACION REC.FIN.,BONIFICACION TECNICA,PRIMA (SOLO P/ENDOSO DE REC.FIN),PRIMA TOTAL,CODIGO DE PLAN DE PAGO,COMISION NORMAL,ENDOSO QUE MODIFICA,ACREEDOR PRENDARIO,MARCA DE ANULACION AUTOMATICA,TIPO DE ENDOSOS ASOCIADOS,ENDOSOS ASOCIADOS,FECHA DE REHABILITACION,NUMERO DE SINIESTRO,CODIGO DE SUCURSAL,CODIGO DE OPERACION (COAS),POL/END EN COAS RECIBIDO U OTORGADO,COMPANIA PILOTO,TURISTAS,CAMBIO DE MONEDA,SUMA ASEGURADA         M.E.,DERECHO DE POLIZA/END  M.E.,RECARGO FINANCIERO     M.E.,I.V.A. M.E.,BONIFICACION REC.FIN.  M.E.,BONIFICACION TECNICA   M.E.,PRIMA TOTAL            M.E.,USUARIO QUE EMITE,RENOVACION AUTOMATICA,DIAS DE PERIODO DE GRACIA DEL AGENTE,AUT. EN DIAS DE PERIODO DE GRACIA,% DESC X PERIODO DE GRACIA,DESCTO. PERIODO DE GRACIA,POLITICAS DE BONO A PROMOTOR,MARCA DE DEDUCIBLE ADMINISTRATIVO,PLAN PISO,USUARIO DE QBC,C.P. ASEGURADO,COD. EDO Y GRUPO C.P.,"TIPO DE NEGOCIO (I,FL,C,NE,NF>"
0,046210029200261222,0024255337,20560,20592,20957,,,00,2,1,200,1600,4500,0401,-1327200000,-1179918,-60000,23598,-194611,,,-922024,,-1410931,C,1000,000000,,S,203,,,,621,1,,,,,,0,,,,,,IMFIGUEROAB-AUT,,14,,200,23598,,,,,85037,26ý02,
0,040190200100000000,0018120284,20540,20540,22366,,,00,1,1,0,1600,3300,0401,663689901,5503333,60000,0,890133,0,0,2568332,,6453466,C,700,000000,,,,,,,019,1,,009,,,,,,,,,,MEDUFLORES,,30,,0,0,,,,,50070,15ý01,
0,048200008700000000,0024086524,19770,19843,20208,8200010156,8200007577,00,1,1,-300,1600,3788.023,0401,1414260000,662866,52000,-19886,111197,0,0,329608,,806177,C,0,,,,,,,,820,1,,,,,,,,,,,,WSDSHMONDRAGON,,03,,300,19886,,,,HEC_P-103155,95110,30ý21,
0,040190200200000000,0023944919,20542,20542,20907,,,00,1,1,-200,1600,0,0401,968300000,2003372,60000,-40067,323729,0,0,0,,2347034,C,1000,,,,203,238242,,,019,1,,,,,,,,,,,,WSDS11251ý21690ýPRINCIPAL,,14,,200,40067,,,,,76138,22ý01,
0,048200008800000000,0024125531,19798,19851,20216,8200010253,8200007591,00,1,1,380,1600,3285.0422,0401,930900000,529220,52000,20110,96213,0,0,234362,,697543,T,0,,,,203ý201,264544ý191128,,,820,1,,,,,,,,,,,,WSDSHMONDRAGON,,03,,300,15877,,,,HEC_P-103155,95300,30ý21,
0,040190200300000000,0027760830,20547,20606,20971,,0190186168,00,1,1,-200,1600,,0406,612590001,554364,60000,-11087,96524,0,0,0,,699801,C,1000,000000,,,203,270265,,,019,1,,009,,,,,,,,,,MFVILLEGAS,,14,,200,11087,,,,,14000,09ý08,
0,048200008900000000,0024368253,19827,19904,20269,,8200007799,00,1,1,-300,1600,0,0402,772000000,355034,52000,-10651,63421,0,0,0,,459804,C,0,,,,203,284675,,,820,1,,,,,,,,,,,,WSDSACHPEREZ,,03,,300,10651,,,,ALA_P-104219,95150,30ý21,
0,040190200400000000,0021778777,20549,20550,20915,,,00,1,1,-200,1600,5300,0401,641600001,836881,60000,-16738,140823,0,0,863879,,1020966,C,1100,000000,,,,,,,019,1,,009,,,,,,,,,,JOSHUERTA,,14,,200,16738,,,,,60080,,
0,048200009000000000,0024500431,19857,19936,20301,,8200007927,00,1,1,-300,1600,3745.8341,0401,1339700000,837007,55000,-25110,138704,0,0,469688,,1005601,C,0,,,,203,292993,,,820,1,,,,,,,,,,,,WSDSACHPEREZ,,03,,300,25110,,,,ALA_P-104220,95150,30ý21,
0,043190648200213599,0021162744,20459,20455,20821,,,00,2,1,0,1600,5750,0401,-1073800000,-660814,-42000,0,-112450,,,-834349,,-815264,C,1000,000000,,S,203,,,,319,1,,,,,,0,,,,,,HMONDRAGON-AUT,,30,,0,0,,,,FER_P-105546,03230,09ý05,
0,040190200500000000,0018120284,20553,20553,22014,,,00,1,1,0,1600,3300,0401,726990001,10744989,60000,0,1728798,0,0,5153212,,12533787,C,700,000000,,,,,,240787995,019,1,,009,,,,,,,,,,MEDUFLORES,,30,,0,0,,,,,50070,15ý01,
0,048200009100000000,0016148712,19877,19877,20242,,,00,1,1,140,1600,2000,0402,722000001,790093,55000,11061,136985,0,0,157743,,993139,S,0,000000,,,203,277386,,,820,1,,009,,,,,,,,,,JLDURAN,,3,,300,23703,,,,,95190,,
0,046410002700269670,0025743091,20341,20319,20593,,,00,2,1,-380,1600,3500,0402,-680500001,-496974,0,-18885,-82536,,,0,,-598395,C,0,000000,,S,203,,,,641,1,,009,,,,0,,,,,,CANCELA-AUT,,3,,300,19879,,,,,99600,32ý21,
0,040190200600000000,0029700018,20555,20555,20920,,,00,1,1,480,1600,1500,0402,1020500000,3172369,60000,152274,541543,0,0,519330,,3926186,T,800,,,,203,272180,,,019,1,,,,,,,,,,,,WSDS11251ý21690ýPRINCIPAL,,14,,200,63447,,,,,55068,15ý09,
0,040550112800000000,0020841812,19674,19675,20040,,0550102833,00,1,1,380,1600,3000,0401,671573051,327496,52000,12445,62711,0,0,118858,,454652,T,0,000000,,,,,,220743774,055,1,,009,,,,,,,,,,MDFERNANDEZ,,3,,300,9825,,,,,36986,11ý22,
0,040004060500113817,0024823033,19868,19829,20012,,,00,1,1,-200,1600,3500,0401,854700000,287341,0,-5747,45055,,,143468,,326649,SD,1000,208794,,,201,,,,008,1,,,,,,0,,,,,,AQUITERIO-AUT,,0,,200,11494,,,,,39893,12ý01,
0,040190200700000000,0007939382,20560,20598,20963,,0190183365,00,1,1,480,1600,3073,0402,706000000,631838,60000,30328,115547,0,0,280300,,837713,T,800,,,,203,213209,,,019,1,,,,,,,,,,,,WSDS11251ý21690ýPRINCIPAL,,14,,200,12637,,,,,54984,,
0,042770341200239858,0027783103,20691,20611,20976,,,00,2,1,0,1600,2500,0402,-1476200000,-1514621,-97000,0,-257859,,,-490207,,-1869480,C,0,000000,,S,203,,,,277,1,,,,,,0,,,,,,CANCELA-AUT,,30,,0,0,,,,OMA_P-40761,96320,30ý21,
0,048200009300000000,0019115305,19925,19925,20290,,8200007836,00,1,1,-300,1600,2000,0402,595800001,1245294,55000,-37359,202070,0,0,311323,,1465005,C,0,000000,,,,,,,820,1,,009,,,,,,,,,,AVILLALOBOS,,3,,300,37359,,,,,95119,,
0,040550112900000000,0019187577,19678,19753,20118,0550123000,0550103028,00,1,1,380,1600,2500,0401,877700000,484666,52000,18417,88813,0,0,144836,,643896,T,0,,,,,,,,055,1,,,,,,,,,,,,WSDSHMONDRAGON,,03,,300,14540,,,,HEC_P-103155,36580,11ý03,
0,040190200800000000,0029751349,20562,20562,20927,,,00,1,1,480,1600,0,0402,820500000,3607778,60000,173173,614552,0,0,0,,4455503,T,800,,,,203,228340,,,019,1,,,,,,,,,,,,WSDS11251ý21690ýPRINCIPAL,,14,,200,72156,,,,,86570,27ý21,
0,048200009400000000,0020398835,19951,20015,20380,,8200008248,00,1,1,-300,1600,0,0402,622000000,639104,55000,-19173,107989,0,0,0,,782920,C,0,,,,203,220505,,,820,1,,,,,,,,,,,,WSDSACHPEREZ,,03,,300,19173,,,,ALA_P-104219,86750,27ý21,
0,040190200900000000,0029791765,20567,20606,20971,,0190183576,00,1,1,-200,1600,5023,0401,640000001,950048,60000,-19001,158568,0,0,739648,,1149615,C,1000,000000,,,101,378110,,,019,1,,009,,,,,,,,,,MFVILLEGAS,,14,,200,19001,,,,,14643,09ý08,
0,048200009500000000,0020734288,19981,20046,20411,8200010819,8200008368,00,1,1,-300,1600,2102.978,0402,820500000,856002,55000,-25680,141652,0,0,212721,,1026974,C,0,,,,,,,,820,1,,,,,,,,,,,,WSDSACHPEREZ,,03,,300,25680,,,,ALA_P-104220,95200,30ý21,
0,040550113100000000,0024987007,19685,19685,20050,0550122242,,00,1,1,-200,1600,4000,0401,1234900000,355108,72000,-7102,67201,0,0,199338,,487207,MD,1100,,,,203ý201ý202ý201ý202ý201,292805ý176718ý229356ý125859ý277830ý101357,,,055,1,,,,,,,,,,,,WSDS11251ý21690ýPRINCIPAL,,14,,200,7102,,,,,36595,11ý03,
0,040190201000000000,0027773574,20569,20608,20973,,0190186256,00,1,1,240,1600,3945,0402,679350001,787376,60000,18897,138604,0,0,466869,,1004877,S,800,000000,,,,,,,019,1,,009,,,,,,,,,,JOCAMPOS,,14,,200,15748,,,,,76116,22ý01,
0,040190201100000000,0019997505,20571,20624,20989,,0190184402,00,1,1,-200,1600,4315,0401,625925001,837095,60000,-16742,140856,0,0,536878,,1021209,C,1000,000000,,,,,,,019,1,,009,,,,,,,,,,JOCAMPOS,,14,,200,16742,,,,,44680,14ý01,
0,048200009700000000,0005641351,20011,20086,20451,, ,00,1,1,-300,1600,1519.9936,0402,470000000,485194,55000,-14556,84102,0,0,86968,,609740,C,0,,,,203,297989,,,820,1,,,,,,,,,,,,WSDSACHPEREZ,,03,,300,14556,,,,ALA_P-104219,55068,,
0,040550113300000000,0020999902,19688,19699,20064,,0550102971,00,1,1,-200,1600,3830,0401,624400001,419987,52000,-8400,74174,0,0,234758,,537761,TC,1000,000000,,,,,,,055,1,,009,,,,,,,,,,MBOTELLO,,14,,200,8400,,,,,36545,11ý03,
0,040190201200000000,0019366930,20575,20635,21000,,0190184653,00,1,1,0,1600,,0402,2280357281,1502532,60000,0,250005,0,0,0,,1812537,C,800,000000,,,203,246066,,,019,1,,009,,,,,,,,,,MFVILLEGAS,,03,,300,,,,,,42803,13ý02,
0,047250018700101842,0026299025,20679,20679,20696,,,00,1,1,-300,1600,4000,0402,687700001,377,,-11,59,0,0,252,,425,C,0,000000,,,201,,,,725,1,,009,,,,,,,,,,ARROCHA,,3,,300,11,,,,,72750,,
0,048200009800000000,0025341072,20043,20114,20479,8200011038,8200008632,00,1,1,-300,1600,961.8843,0401,937800000,539605,55000,-16188,92547,0,0,51808,,670964,C,0,,,,,,,,820,1,,,,,,,,,,,,WSDSACHPEREZ,,03,,300,16188,,,,ALA_P-104220,95110,30ý21,
0,040971089500222414,0026969963,20115,20101,20466,,,00,2,1,200,1600,4000,0401,-918700000,-683029,-55000,13661,-115899,,,-420152,,-840267,C,1000ý200,000000,,S,203,,,,097,1,,,,,,0,,,,,,VPADILLA2-AUT,,14,,200,13661,,,,,47185,14ý08,
0,040190173100145840,0022844386,20289,20316,20377,,,00,1,1,640,1600,3500,0401,619051551,111232,0,7118,18936,,,,,137286,M,1000,242640,,,201,,,,019,1,,009,,,,0,,,,,,ENEVILLE2-AUT,,0,,200,13348,,,,,45645,14ý01,
0,040190201300000000,0029899722,20579,20579,20944,,,00,1,1,240,1600,4000,0401,1134700000,640076,60000,15362,114470,0,0,382709,,829908,S,1000ý200,,,,,,,,019,1,,,,,,,,,,,,WSDS11251ý21690ýPRINCIPAL,,14,,200,12802,,,,,04200,09ý04,
0,048200009900000000,0023720047,20073,20145,20510,,8200008476,00,1,1,-300,1600,4423.1985,0401,965300000,634456,55000,-19034,107268,0,0,392797,,777690,C,0,,,,203,207988,,,820,1,,,,,,,,,,,,WSDSACHPEREZ,,03,,300,19034,,,,ALA_P-104220,68300,20ý02,
0,040550113500000000,0019876582,19695,19715,20080,0550123163,0550102820,00,1,1,480,1600,0,0402,717000000,1313859,52000,63065,228628,0,0,0,,1657552,T,800,,,,,,,,055,1,,,,,,,,,,,,WSDS11251ý21690ýPRINCIPAL,,14,,200,26277,,,,,36559,11ý03,
0,040640562200186914,0017809310,19976,19972,20180,,,00,1,1,0,1600,7731,0401,652886001,353403,15000,0,58944,0,0,1139079,,427347,M,0,000000,,,201,,,,064,1,,009,,,,,,,,,,IALMEIDA,,30,,0,0,,,,,64640,19ý01,
0,048200010000000000,0019086339,20098,20100,20283,,8200009245,00,1,1,0,1600,,0401,753722081,249783,55000,0,48765,0,0,0,,353548,C,0,000000,,,,,,,820,1,,009,,,,,,,,,,JLDURAN,,03,,0,0,,,,,91779,30ý01,
0,040190201500000000,0027502921,20588,20590,20955,,0190185389,00,1,1,-200,1600,5300,0402,662700001,1664210,60000,-33284,270548,0,0,1783289,,1961474,C,880,000000,,,,,,,019,1,,009,,,,,,,,,,ICANTOR,,14,,200,33284,,,,,11590,09ý02,
0,048200010100000000,0021334417,20114,20114,20297,8200010455,,00,1,1,-300,1600,1000,0402,722000001,505058,55000,-15152,87185,0,0,49299,,632091,C,0,000000,,,,,,230191200,820,1,,009,,,,,,,,,,JLDURAN,,3,,300,15152,,,,,95150,,
0,040190201600000000,0025811241,20588,20588,20953,,,00,1,1,480,1600,4500,0402,817700001,3081043,60000,197187,534117,0,0,2438789,,3872347,T,800,000000,,,302ý301,271192ý129547,,241034672,019,1,,009,,,,,,,,,,SHINOJOSA2,,14,,200,61621,,,,,06600,09ý01,
0,048920074900217700,0021952730,19910,19956,20229,,,00,2,1,-480,1600,796,0402,-892500001,-5834646,0,-280062,-978354,,,0,,-7093062,C,800ý200,000000,,S,203,,,,892,1,,009,,,,0,,,,,,AAPADILLA2-AUT,,14,,200,155591,S,,,,45598,14ý01,
0,048200010200000000,0026408406,20143,20144,20509,8200011175,,00,1,1,-300,1600,1700,0402,639900001,549255,55000,-16478,94044,0,0,96788,,681821,C,0,000000,,,,,,231828067,820,1,,009,,,,,,,,,,AVILLALOBOS,,3,,300,16478,,,,,95100,30ý21,
0,040190201700000000,0029953799,20589,20589,20954,,,00,1,1,-200,1600,3500,0401,1009500000,991434,60000,-19829,165057,0,0,453683,,1196662,C,1000ý200,,,,203,271092,,,019,1,,,,,,,,,,,,WSDS11251ý21690ýPRINCIPAL,,14,,200,19829,,,,,02200,09ý10,
0,048200010300000000,0022631608,20171,20171,20537,,,00,1,1,-300,1600,3000,0402,711900001,1494383,55000,-44831,240728,0,0,617759,,1745280,C,0,000000,,,,,,,820,1,,009,,,,,,,,,,AVILLALOBOS,,3,,300,44831,,,,,95120,30ý21,
0,040190201800000000,0015543133,20592,20594,20959,,0190185595,00,1,1,480,1600,5300,0402,674400001,2671413,60000,128228,457543,0,0,2919073,,3317184,T,880,000000,,,,,,240988955ý241321557ý241396557,019,1,,009,,,,,,,,,,ICANTOR,,14,,200,53428,,,,,11520,09ý02,
0,048200010400000000,0013435562,20212,20212,20395,8200011002,8200009732,00,1,1,0,1600,,0401,828980001,149045,55000,0,32647,0,0,0,,236692,C,0,000000,,,,,,,820,1,,009,,,,,,,,,,AVILLALOBOS,,03,,0,0,,,,,95190,30ý21,
0,040790176600143014,0025904908,20008,19988,20169,,,00,1,1,840,0800,6015,0402,1898076481,385536,32388,32382,36024,,,,,486330,M,800,287391,,,201,,,,079,1,,009,,,,0,,,,,,BLVAZQUEZ-AUT,,0,,200,,,,,,32674,,
0,044054955500128969,0026615993,20452,20244,20274,,,00,1,1,680,1600,4700,0401,1287350000,56448,5413,3838,10512,,,46156,,76211,MN,1000,254766,,,201,,,,075,1,,,,,,0,,,,,,SEGONZALEZ-AUT,,0,,0,0,,,,,25180,05ý03,
0,040190201900000000,0024578094,20595,20608,20973,, ,00,1,1,-200,1600,,0406,607080001,330701,60000,-6614,61454,0,0,0,,445541,C,1000,000000,,,203,232557,,,019,1,,009,,,,,,,,,,SBELTRAN,,14,,200,6614,,,,,62766,17ý21,
0,048200010500000000,0026200257,20249,20249,20615,,,00,1,1,380,1600,,0402,722000001,1298284,55000,49335,224419,0,0,0,,1627038,T,0,000000,,,203,269805,,,820,1,,009,,,,,,,,,,AVILLALOBOS,,3,,300,38949,,,,,95100,,
0,045470186800287544,0024936630,20131,20038,20769,,,00,2,1,0,1600,0,0401,-1005380000,-1672822,0,0,-267651,,,0,,-1940473,C,500,000000,004051,S,203,,,,547,1,,,,,,0,,,,,,CANCELA-AUT,,30,,,0,,,,,HI103,03ý02,
0,040190202000000000,0024080800,20597,20629,20994,,0190185683,00,1,1,-300,1600,,0406,615300001,1023173,60000,-30695,168396,0,0,0,,1220874,C,1000,000000,,,,,,,019,1,,009,,,,,,,,,,MEDUFLORES,,07,,300,30695,,,,,14420,09ý08,
0,048200010600000000,0025861127,20283,20283,20466,8200011067,,00,1,1,-300,1600,,0402,722000001,719347,55000,-21580,120443,0,0,0,,873210,C,0,000000,,,,,,,820,1,,009,,,,,,,,,,AVILLALOBOS,,3,,300,21580,,,,,95180,,
0,040004735300260497,0029807156,20600,20569,20934,,,00,2,1,-640,1600,4500,0401,-828100000,-374101,-70000,-23942,-74887,,,-262719,,-542930,C,1100,000000,,S,203,,,,008,1,,,,,,0,,,,,,CANCELA-AUT,,14,,200,7482,,,,,99034,32ý01,
0,040190202100000000,0030049761,20602,20602,20967,,,00,1,1,-200,1600,4000,0401,1225300000,758070,60000,-15161,128465,0,0,470046,,931374,C,1100ý200,,,,,,,,019,1,,,,,,,,,,,,WSDSWEB,,14,,200,15161,,,,,11520,09ý02,
0,048200010700000000,0028152053,20305,20305,20671,,,00,1,1,0,1600,,0401,828980001,375426,55000,0,68868,0,0,0,,499294,C,0,000000,,,,,,,820,1,,009,,,,,,,,,,AVILLALOBOS,,03,,0,0,,,,,95160,30ý21,
0,040550114300000000,0023290862,19717,19717,20082,0550123364,0550103915,00,1,1,-200,1600,2500,0401,663300001,633787,52000,-12676,107698,0,0,197329,,780809,MD,1000,000000,,,203ý201,229353ý107749,,,055,1,,009,,,,,,,,,,DSOLIS,,14,,200,12676,,,,,36584,11ý03,
0,042030233400193421,0027463709,20512,20491,20765,,,00,1,1,480,1600,4000,0401,847900000,462369,0,22194,77529,,,286185,,562092,T,1100,285088,,,201,,,,203,1,,,,,,0,,,,,,WCARRILLO-AUT,,0,,200,12330,,,,,09360,09ý07,
0,040190202200000000,0014862410,20604,20655,21020,,0190185942,00,1,1,0,1600,,0401,1279421801,2006626,60000,0,330660,0,0,0,,2397286,C,1000,000000,,,,,,,019,1,,009,,,,,,,,,,SHINOJOSA2,,03,,0,0,,,,,42820,13ý02,
0,048200010800000000,0017353825,20343,20343,20709,8200012005,8200009477,00,1,1,0,1600,,0401,828980001,299907,55000,0,56785,0,0,0,,411692,C,0,000000,,,,,,,820,1,,009,,,,,,,,,,AVILLALOBOS,,03,,0,0,,,,,95100,30ý21,
0,040190202300000000,0030091172,20606,20606,20971,,,00,1,1,-200,1600,4000,0401,1263000000,857457,60000,-17149,144049,0,0,536304,,1044357,C,1100ý200,,,,,,,,019,1,,,,,,,,,,,,WSDSWEB,,14,,200,17149,,,,,72470,21ý01,
0,040190202400000000,0030112817,20610,20610,20975,,,00,1,1,-200,1600,5300,0401,923800000,954709,60000,-19094,159298,0,0,1002148,,1154913,C,1100,,,,,,,,019,1,,,,,,,,,,,,WSDS11251ý21690ýPRINCIPAL,,14,,200,19094,,,,,07090,09ý06,
0,048200010900000000,0028526570,20373,20374,20740,8200011964,,00,1,1,-300,1600,3500,0401,650400001,384072,55000,-11522,68408,0,0,178299,,495958,C,0,000000,,,,,,,820,1,,009,,,,,,,,,,AVILLALOBOS,,3,,300,11522,,,,,95300,30ý21,
0,048200011000000000,0013673610,20399,20400,20583,8200011654,8200010411,00,1,1,0,1600,,0401,828980001,195113,55000,0,40018,0,0,0,,290131,C,0,000000,,,,,,,820,1,,009,,,,,,,,,,AVILLALOBOS,,03,,0,0,,,,,95110,30ý21,
0,040600249800284273,0024250015,20229,20207,20298,,,00,2,1,-380,0800,4500,0401,-653800001,-134596,0,-5115,-11177,,,0,,-150888,C,0,000000,,S,203,,,,060,1,,009,,,,0,,,,,,CANCELA-AUT,,3,,300,16152,,,,,21255,02ý01,
0,040640576900248509,0024507894,20143,20123,20304,,,00,2,1,-480,1600,6000,0401,-537000001,-136558,0,-6556,-22898,,,0,,-166012,T,0,000000,,S,203,,,,064,1,,009,,,,,,,,,,MOVILLASENOR,,14,,200,5462,,,,,66062,19ý02,
0,040190202500000000,0013311310,20611,20648,21013,,0190187987,00,1,1,-200,1600,5500,0401,638420001,580464,60000,-11609,100617,0,0,628775,,729472,C,1000,000000,,,,,,,019,1,,009,,,,,,,,,,EJERONIMO,,14,,200,11609,,,,,02650,09ý10,
0,040190202600000000,0001767334,20613,20657,21022,,0190186140,00,1,1,-200,1600,,0402,778847201,2891481,60000,-57830,462984,0,0,0,,3356635,C,800,000000,,,,,,,019,1,,009,,,,,,,,,,SBELTRAN,,14,,200,57830,,,,,09500,,
0,048200011100000000,0019154579,20417,20419,20602,8200011725,8200010469,00,1,1,0,1600,,0401,836180001,358477,55000,0,66156,0,0,0,,479633,C,0,000000,,,,,,231731393,820,1,,009,,,,,,,,,,AVILLALOBOS,,03,,0,0,,,,,95150,30ý21,
0,042010110300226202,0030143684,20636,20612,20977,,,00,2,1,-380,1600,3000,0402,-1032000000,-740390,-60000,-28135,-132564,,,-269905,,-961089,C,800,000000,,S,203,,,,201,1,,,,,,0,,,,,,CANCELA-AUT,,07,,300,22212,,,,,40894,12ý02,
0,047470069900284095,0016811996,20495,20454,20820,,,00,2,1,-240,1600,4821,0402,-940700000,-742197,-55000,-17813,-130402,,,-629287,,-945412,C,800ý200,000000,,S,203,,,,747,1,,,,,,0,,,,,,CANCELA-AUT,,14,,200,14844,,,,,07730,09ý06,
0,042330040200121858,0022707915,20353,20324,20629,,,00,1,1,640,1600,4737,0402,7084940829,25753560,0,1648230,4384290,,,,,31786080,M,880,274627,,,201,,,,233,1,,009,,,,0,,,,,,JOSMASORIA-AUT,,0,,200,618085,,,,,54080,15ý04,
0,045460067900242429,0027183521,20165,20137,20502,,,00,2,1,0,1600,3500,0401,-1306235000,-496388,-67000,0,-90142,,,-235517,,-653530,C,500,000000,,S,203,,,,546,1,,,,,,0,,,,,,MLNAVA-AUT,,30,,0,0,,,,,54948,15ý03,
0,040190202700000000,0024247170,20617,20620,20985,,,00,1,1,240,1600,3500,0401,640900001,983858,60000,23613,170795,0,0,501231,,1238266,S,100,000000,,,101,378690,,,019,1,,009,,,,,,,,,,ICANTOR,,14,,200,19677,,,,,58760,16ý22,
0,048200011200000000,0013531175,20444,20445,20628,8200011829,,00,1,1,0,1600,,0401,828980001,195113,55000,0,40018,0,0,0,,290131,C,0,000000,,,,,,,820,1,,009,,,,,,,,,,RBARBIS,,03,,0,0,,,,,95110,30ý21,
0,048200011300000000,0020964554,20469,20521,20886,,8200010233,00,1,1,-300,1600,980.5442,0402,726000000,1463053,55000,-43892,235866,0,0,132702,,1710027,C,0,,,,203,257831,,,820,1,,,,,,,,,,,,WSDSACHPEREZ,,03,,300,43892,,,,ALA_P-104219,95100,,
0,044054723100239538,0020734175,20158,20116,20236,,4054289279,00,2,1,0,1600,2000,0401,-1263180000,-202824,-12668,0,-34480,0,0,-43652,,-249972,MV,900,000000,,,203,368002ý376308,,,090,1,,,,,,,,,,,,PRINCIPAL-OPL,,30,,0,0,,,,,25290,01ý01,
0,044125154200227595,0023929500,20264,20173,21269,,,00,2,1,0,1600,,0401,-436746001,-4676601,-48000,0,-755937,,,0,,-5480538,C,300,000000,004051,S,203,,,,273,1,,009,,,,0,,,,,,CANCELA-AUT,,30,,,0,,,,,82103,25ý02,
